"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"08","LB Cup","Mel Johnson","1","3:36.507","3:36.507","Green","Track","18.129","14.114","19.175","5.521","0.792","22.112","31.823","19.796","22.547","7.176","3.586","103.736"
"88","LB Cup","Jeffrey Cheng","1","3:39.767","3:39.767","Green","Track","18.201","13.509","18.986","4.992","0.741","21.630","31.664","19.745","23.681","7.551","3.691","110.876"
"1","Pro","Andrea Amici","1","3:54.840","3:54.840","Green","Track","0.000","11.511","15.816","4.592","0.712","18.378","25.055","15.130","30.021","6.233","3.399","115.392"
"27","Pro","Paolo Ruberti","1","4:07.359","4:07.359","Green","Track","0.000","10.923","14.768","4.111","0.574","16.949","24.138","14.640","18.170","5.946","3.345","143.134"
"46","Pro","Conor Daly","1","4:13.197","4:13.197","Green","Track","15.075","10.775","14.526","4.037","0.550","16.417","23.379","15.230","19.250","5.984","3.328","149.380"
"34","Pro","Patrick Liddy","2","1:50.480","4:18.825","Green","Track","3.221","9.113","12.303","3.806","0.488","14.759","22.604","14.368","20.072","6.406","3.340","168.359"
"6","Am","Steven Aghakhani","2","1:49.838","4:19.335","Green","Track","3.233","9.171","12.463","3.810","0.488","15.255","22.755","14.366","18.513","6.397","3.387","168.359"
"09","ProAm","Jacob Eidson","2","1:52.799","4:20.414","Green","Track","3.274","9.343","12.341","3.832","0.493","14.656","22.487","14.402","21.687","6.888","3.396","166.651"
"22","ProAm","Ryan Hardwick","2","1:48.778","4:21.595","Green","Track","3.243","9.208","12.424","3.848","0.493","14.709","22.554","14.356","18.613","5.983","3.347","166.651"
"33","Am","Cameron Cassels","2","1:50.390","4:23.641","Green","Track","3.311","9.286","12.878","3.909","0.505","15.498","22.817","14.422","18.308","6.090","3.366","162.691"
"24","LB Cup","Ron Atapattu","2","2:00.222","4:36.667","Green","Track","3.440","10.237","14.907","4.131","0.524","17.237","24.590","15.676","19.475","6.562","3.443","156.792"
"69","ProAm","William Hubbell","2","2:00.422","4:42.873","Green","Track","3.553","10.319","14.144","4.059","0.530","17.847","24.858","15.499","19.649","6.502","3.462","155.017"
"3","LB Cup","Randy Sellari","2","2:02.757","4:49.258","Green","Track","3.435","10.539","14.493","4.065","0.527","17.297","25.685","15.725","20.756","6.718","3.517","155.900"
"43","LB Cup","Ashton Harrison","2","2:08.290","4:51.018","Green","Track","3.768","10.208","14.251","4.032","0.548","18.321","24.251","15.489","27.350","6.613","3.459","149.925"
"7","Am","Sheena Monk","2","1:56.181","4:57.724","Green","Track","3.381","10.193","13.974","4.018","0.511","16.355","23.930","15.152","18.817","6.415","3.435","160.781"
"29","Pro","Corey Lewis","2","2:01.665","5:27.808","Green","Track","3.537","10.523","14.824","4.070","0.543","17.834","27.373","15.297","18.338","5.999","3.327","151.306"
"53","ProAm","Bradley Baker","2","2:03.714","5:31.301","Green","Track","3.584","10.544","14.300","4.173","0.622","18.054","26.639","16.104","19.772","6.446","3.476","132.089"
