"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"22","ProAm","Ryan Hardwick","21","1:48.246","43:12.824","Green","Track","3.231","9.086","12.253","3.783","0.487","14.598","22.639","14.450","18.203","6.108","3.408","168.704"
"53","ProAm","Bradley Baker","21","1:53.021","43:33.286","Green","Track","3.296","9.444","12.892","3.870","0.497","15.397","23.609","14.942","19.136","6.457","3.481","165.310"
"08","LB Cup","Mel Johnson","21","1:51.678","43:41.359","Green","Track","3.372","9.573","12.583","3.890","0.499","15.305","23.160","14.689","18.831","6.334","3.442","164.647"
"7","Am","Sheena Monk","21","1:52.335","43:59.406","Green","Track","3.298","9.426","12.786","3.890","0.498","15.390","23.625","14.780","18.910","6.291","3.441","164.978"
"43","LB Cup","Ashton Harrison","21","1:48.992","44:00.193","Green","Track","3.296","9.072","12.488","3.828","0.492","14.941","22.694","14.471","18.271","6.026","3.413","166.990"
"3","LB Cup","Randy Sellari","21","1:56.587","44:14.409","Green","Track","3.311","9.690","13.197","3.930","0.507","16.072","24.344","15.270","19.676","7.030","3.560","162.049"
"69","ProAm","William Hubbell","21","1:59.036","44:19.555","Green","Track","3.360","9.778","13.570","4.008","0.514","16.784","24.808","15.427","20.466","6.791","3.530","159.843"
"29","Pro","Richy Antinucci","22","1:48.256","44:20.073","Green","Track","3.199","8.982","12.865","3.993","0.505","14.438","22.276","14.290","18.095","6.184","3.429","162.691"
"88","LB Cup","Jeffrey Cheng","20","1:56.579","44:20.112","Green","Track","3.391","9.763","13.238","3.959","0.514","15.928","24.335","15.207","19.828","6.885","3.531","159.843"
"27","Pro","Paolo Ruberti","22","1:47.151","44:22.893","Green","Track","3.229","8.969","12.237","3.770","0.485","14.309","22.487","14.343","17.884","6.053","3.385","169.400"
"1","Pro","Andrea Amici","22","1:47.407","44:23.497","Green","Track","3.226","9.014","12.246","3.751","0.480","14.412","22.401","14.473","18.085","5.957","3.362","171.165"
"46","Pro","Conor Daly","22","1:47.251","44:24.189","Green","Track","3.231","8.906","12.172","3.755","0.483","14.300","22.363","14.504","18.073","6.086","3.378","170.102"
