"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP1","SP4"
"48","GTD","Ryan Hardwick","4","1:31.457","7:14.636","Green","Track","3.383","12.645","0.563","13.477","10.433","9.776","0.580","13.245","10.274","10.241","2.407","4.433","140.481","139.890"
"14","GTD","Richard Heistand","4","1:30.701","7:23.204","Green","Track","3.260","12.416","0.565","13.533","10.308","9.866","0.579","13.193","10.241","9.955","2.372","4.413","139.984","140.132"
"76","GTD","Matt Plumb","4","1:32.076","7:30.965","Green","Track","3.353","12.575","0.570","13.910","10.563","9.872","0.586","13.401","10.244","10.198","2.379","4.425","138.756","138.458"
"74","GTD","Gar Robinson V","4","1:32.877","7:34.974","Green","Track","3.485","12.579","0.574","13.835","10.638","9.891","0.586","13.528","10.485","10.447","2.390","4.439","137.789","138.458"
"57","GTD","Christina Nielsen","4","1:30.897","7:40.459","Green","Track","3.255","12.413","0.560","13.200","10.261","9.796","0.574","13.400","10.445","10.212","2.391","4.390","141.234","141.353"
"86","GTD","Trent Hindman","3","1:30.575","7:51.685","Green","Track","3.231","12.479","0.563","13.608","10.349","9.806","0.576","13.083","10.090","10.067","2.362","4.361","140.481","140.862"
"73","GTD","Zacharie Robichon","5","1:30.023","7:56.693","Green","Track","3.324","12.323","0.563","13.417","10.183","9.767","0.577","13.061","10.129","9.949","2.351","4.379","140.481","140.618"
"12","GTD","Frank Montecalvo","5","1:30.903","8:02.546","Green","Track","3.243","12.528","0.567","13.390","10.244","9.927","0.582","13.183","10.261","10.161","2.391","4.426","139.490","139.410"
"44","GTD","John Potter","5","1:31.654","8:09.656","Green","Track","3.265","12.597","0.563","13.540","10.604","9.783","0.579","13.233","10.370","10.298","2.401","4.421","140.481","140.132"
"96","GTD","Robby Foley","5","1:30.218","8:37.337","Green","Track","3.219","12.370","0.558","13.335","10.381","9.660","0.570","13.307","10.158","10.015","2.333","4.312","141.740","142.344"
"48","GTD","Ryan Hardwick","5","1:31.232","8:45.868","Green","Track","3.343","12.449","0.562","13.496","10.332","9.849","0.579","13.231","10.338","10.201","2.419","4.433","140.731","140.132"
"14","GTD","Richard Heistand","5","1:35.122","8:58.326","Green","Track","3.211","12.490","0.562","13.460","10.366","9.875","0.582","15.398","11.709","10.584","2.430","4.455","140.731","139.410"
"76","GTD","Matt Plumb","5","1:31.405","9:02.370","Green","Track","3.344","12.498","0.570","13.774","10.421","9.862","0.582","13.250","10.233","10.091","2.367","4.413","138.756","139.410"
"74","GTD","Gar Robinson V","5","1:32.388","9:07.362","Green","Track","3.384","12.502","0.571","13.713","10.525","9.842","0.584","13.424","10.492","10.525","2.390","4.436","138.513","138.932"
